car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
9203,i3,2017,0,214,electric,automatic,RWD,145120,0,32538,0,5,4,hatchback,black,3,no,partial,Spain
9204,X1,2012,1.6,165,diesel,automatic,FWD,130384,5.3,23099,123,5,5,suv,red,2,yes,full,France
9205,X3,2024,2.3,240,hybrid,automatic,RWD,0,4.8,63019,117,5,5,suv,grey,1,,full,Netherlands
9206,5 Series,2019,,322,hybrid,automatic,AWD,84265,6.7,51836,151,4,5,sedan,white,4,no,partial,Italy
9207,5 Series,2023,2.8,301,diesel,automatic,AWD,15403,8.3,59281,184,4,5,sedan,red,0,no,partial,UK
9208,1 Series,2011,2.3,186,hybrid,automatic,RWD,300000,5.3,5263,,3,4,hatchback,white,2,no,partial,UK
9209,5 Series,2024,2.2,273,diesel,automatic,AWD,0,6.7,62007,,4,5,sedan,blue,1,no,partial,Netherlands
9210,i3,2023,0,130,electric,automatic,RWD,31001,0,63883,0,5,4,hatchback,black,0,no,full,Germany
9211,3 Series,2012,2.2,243,petrol,manual,AWD,217084,8.9,17267,195,4,5,sedan,black,5,yes,partial,Germany
9212,3 Series,2013,2.5,259,hybrid,manual,RWD,145831,5.5,21992,107,4,5,sedan,black,2,yes,none,Germany
9213,X3,2005,2.1,216,petrol,automatic,AWD,187434,7.8,23063,166,5,5,suv,silver,3,no,partial,Turkey
9214,5 Series,2005,2.9,263,diesel,automatic,RWD,300000,7.4,20409,162,4,5,sedan,silver,4,no,full,UK
9215,X5,2006,3.2,299,petrol,automatic,AWD,269712,9.7,37260,228,5,5,suv,grey,2,yes,partial,Italy
9216,i7,2009,0,377,electric,automatic,AWD,300000,0,67422,0,4,5,sedan,white,3,yes,partial,USA
9217,i7,2024,0,331,electric,automatic,RWD,8343,0,175707,0,4,4,sedan,black,1,no,full,USA
9218,X5,2023,3.3,283,diesel,automatic,AWD,13713,8.4,83138,183,5,5,suv,black,1,no,full,Netherlands
9219,3 Series,2006,2.4,265,hybrid,manual,AWD,300000,5,13526,110,4,5,sedan,blue,2,yes,partial,France
9220,i3,2010,0,172,electric,automatic,RWD,237081,0,22872,0,5,4,hatchback,black,4,no,full,USA
9221,3 Series,2021,2,243,hybrid,,AWD,46176,5.1,42311,100,4,5,sedan,white,1,no,partial,Germany
9222,3 Series,2024,1.9,224,diesel,automatic,AWD,15798,6.9,46652,149,4,5,sedan,black,0,no,full,UK
9223,X3,2023,3.4,326,petrol,automatic,RWD,18272,10.5,70751,249,5,5,suv,blue,1,no,full,UK
9224,7 Series,2018,4.9,374,diesel,automatic,RWD,107296,10.7,71330,240,4,4,sedan,silver,1,yes,partial,Turkey
9225,1 Series,2008,2.4,240,hybrid,automatic,RWD,300000,5.8,4587,125,3,5,hatchback,white,5,yes,full,Spain
9226,X7,2009,4.4,410,diesel,automatic,AWD,289054,9.6,58298,227,5,5,suv,white,3,yes,partial,France
9227,X1,2024,2.4,224,petrol,automatic,FWD,0,7.6,53379,154,5,5,suv,grey,0,no,full,UK
9228,5 Series,2010,2.3,206,diesel,automatic,AWD,226747,7,24853,146,4,5,sedan,black,4,yes,partial,Turkey
9229,i3,2024,0,163,electric,automatic,RWD,8342,0,50004,0,5,4,hatchback,black,1,yes,partial,Germany
9230,X3,2007,2.7,268,hybrid,automatic,RWD,221079,5.6,25881,,5,5,suv,black,4,no,partial,Netherlands
9231,X3,2019,2.2,176,hybrid,automatic,AWD,109118,5.3,37492,108,5,5,suv,black,3,yes,full,Turkey
9232,X7,2016,3.3,238,diesel,automatic,AWD,145023,8.2,87530,188,5,5,suv,red,1,no,full,Netherlands
9233,i4,2023,0,325,electric,automatic,RWD,15037,0,91200,0,4,5,coupe,black,0,no,full,UK
9234,5 Series,2024,3.2,309,hybrid,automatic,RWD,1287,6,67738,123,4,5,sedan,white,0,no,full,France
9235,5 Series,2021,2.5,324,diesel,automatic,RWD,20488,6.3,71886,130,4,5,sedan,silver,1,no,full,USA
9236,Z4,2023,3,240,petrol,automatic,RWD,6909,8.8,73189,191,2,2,convertible,black,1,no,full,Spain
9237,X1,2020,2.4,269,petrol,automatic,FWD,112981,8.5,45352,175,5,5,suv,silver,1,no,full,Netherlands
9238,X5,2006,3.9,331,hybrid,automatic,AWD,230187,6.2,32223,143,5,5,suv,white,4,yes,partial,Turkey
9239,3 Series,2013,3.2,284,diesel,automatic,AWD,166932,,23045,192,4,5,sedan,white,,no,partial,UK
9240,i4,2022,0,571,electric,automatic,AWD,410,0,79726,0,4,5,coupe,white,,yes,partial,Spain
9241,X1,2013,,170,hybrid,automatic,AWD,170947,,17878,108,5,5,suv,black,5,yes,none,Turkey
9242,Z4,2005,2.6,248,petrol,manual,RWD,194217,9,22038,197,2,2,convertible,grey,5,yes,partial,USA
9243,X3,2024,3,317,diesel,automatic,AWD,0,8.1,68248,179,5,5,suv,white,0,no,full,Spain
9244,i7,2018,0,537,electric,automatic,RWD,52383,0,136440,0,4,4,sedan,grey,1,no,full,Turkey
9245,Z4,2018,3,253,petrol,automatic,RWD,59206,9.3,60717,211,2,2,convertible,black,4,no,full,Germany
9246,X1,2006,1.9,204,petrol,automatic,AWD,300000,7.1,11525,135,5,5,suv,black,2,no,partial,France
9247,i7,2009,0,495,electric,automatic,RWD,264670,0,86819,0,4,4,sedan,black,2,no,partial,Turkey
9248,X5,2024,3.7,338,petrol,automatic,AWD,4133,11,92267,236,5,5,suv,blue,1,no,full,Italy
9249,5 Series,2016,4.3,403,petrol,automatic,AWD,178542,11.7,49232,267,4,5,sedan,silver,1,no,full,USA
9250,5 Series,2020,2,145,diesel,automatic,AWD,54110,7.3,57817,161,4,5,sedan,black,1,no,full,Germany
9251,X1,2007,1.7,214,diesel,automatic,FWD,256872,,11825,,5,5,suv,red,3,no,none,USA
9252,3 Series,2016,3.4,305,hybrid,automatic,RWD,63825,6,30356,138,4,5,sedan,black,4,yes,full,Italy
9253,1 Series,2009,2.1,215,petrol,automatic,FWD,91095,8.6,17019,182,5,5,hatchback,red,3,no,full,Turkey
9254,X5,2020,3.9,385,hybrid,automatic,AWD,34479,6,83237,142,5,5,suv,blue,1,no,full,Netherlands
9255,1 Series,2014,1.7,206,hybrid,manual,RWD,117555,4.5,17742,92,3,4,hatchback,red,2,yes,full,USA
9256,X7,2018,4.1,363,diesel,automatic,AWD,96251,9.8,111742,220,5,5,suv,red,4,no,full,UK
9257,3 Series,2024,3,345,petrol,automatic,AWD,9487,9.4,52173,205,4,5,sedan,grey,0,no,full,France
9258,X7,2017,4.1,356,petrol,automatic,AWD,146487,10.4,106287,234,5,5,suv,black,3,no,,France
9259,X3,2007,,322,hybrid,automatic,RWD,190302,5.8,32450,139,5,5,suv,silver,2,no,partial,Germany
9260,i7,2011,,431,electric,automatic,AWD,182546,0,108111,0,4,5,sedan,grey,3,no,partial,Germany
9261,Z4,2023,2.8,297,petrol,automatic,RWD,15992,10.1,69713,222,2,2,convertible,blue,0,no,full,Italy
9262,7 Series,2009,3.5,363,petrol,,RWD,292893,10,63243,211,4,5,sedan,red,3,no,full,UK
9263,5 Series,2024,4.3,385,petrol,automatic,AWD,10699,11.3,69513,247,4,5,sedan,white,0,no,full,USA
9264,i4,2010,0,259,electric,automatic,RWD,186683,0,37831,0,4,5,coupe,black,4,yes,full,Germany
9265,3 Series,2012,3.3,324,diesel,manual,RWD,156232,7.2,24355,158,4,5,sedan,silver,5,yes,full,UK
9266,5 Series,2021,3.6,260,diesel,automatic,AWD,35433,8.9,64253,201,4,5,sedan,silver,1,no,full,Germany
9267,i3,2021,0,124,electric,automatic,RWD,19172,0,54830,0,5,4,hatchback,black,2,no,full,France
9268,i4,2019,0,228,electric,automatic,AWD,125074,0,68071,0,4,5,coupe,silver,1,no,full,Germany
9269,X3,2013,3,346,petrol,,RWD,199075,9.9,37765,230,5,5,suv,grey,3,yes,partial,USA
9270,X1,2011,1.5,122,diesel,automatic,FWD,194074,5.6,17256,120,5,5,suv,white,3,no,partial,Turkey
9271,X3,2006,2.7,227,diesel,automatic,AWD,239367,7.1,23923,162,5,5,suv,white,,yes,full,Netherlands
9272,X5,2022,3.8,342,petrol,automatic,AWD,8144,9.6,85051,217,5,5,suv,grey,1,no,partial,Spain
9273,X3,2008,3,296,petrol,automatic,RWD,205159,,29016,198,5,5,suv,black,2,no,partial,France
9274,5 Series,2011,,220,hybrid,automatic,AWD,196102,4.5,35138,114,4,5,sedan,red,2,no,full,Spain
9275,X7,2022,3.1,293,diesel,automatic,AWD,34403,8.8,106616,205,5,5,suv,grey,0,no,partial,Italy
9276,X3,2020,2.2,215,hybrid,automatic,RWD,68436,4.6,61420,94,5,5,suv,blue,1,no,full,USA
9277,X1,2024,1.6,127,petrol,automatic,FWD,0,7.2,41946,145,5,5,suv,black,0,no,partial,USA
9278,X5,2014,3.2,306,diesel,automatic,AWD,101146,7.4,63658,162,5,5,suv,white,4,no,full,Germany
9279,X7,2024,3.5,293,hybrid,automatic,AWD,22633,5.7,134483,122,5,5,suv,grey,0,no,full,Spain
9280,X1,2023,1.8,203,petrol,automatic,FWD,19826,8.1,47392,171,5,5,suv,silver,0,no,full,USA
9281,X3,2009,3.3,289,diesel,automatic,RWD,107322,8.3,41476,187,5,5,suv,black,3,no,full,Germany
9282,5 Series,2020,3.5,315,diesel,automatic,RWD,58784,8.5,59000,180,4,5,sedan,white,1,no,full,USA
9283,5 Series,2013,4.2,336,petrol,automatic,AWD,62097,10.9,48092,243,4,5,sedan,red,5,no,partial,Germany
9284,X1,2020,1.9,164,petrol,automatic,FWD,44589,8,35229,194,5,5,suv,grey,0,yes,,USA
9285,X3,2017,2.1,221,petrol,automatic,RWD,126716,8.2,53460,179,5,5,suv,silver,1,no,full,Italy
9286,i7,2020,0,477,electric,automatic,RWD,71949,,163257,0,4,5,sedan,,1,no,full,Spain
9287,3 Series,2010,3,231,petrol,manual,AWD,176408,9.6,22873,207,4,5,sedan,silver,3,no,partial,Germany
9288,1 Series,2024,2.7,275,petrol,,RWD,0,10.1,32432,228,3,5,hatchback,white,0,no,partial,Spain
9289,X1,2019,2,218,petrol,automatic,AWD,43092,7.8,42402,177,5,5,suv,silver,4,no,partial,France
9290,X5,2017,3.5,285,hybrid,automatic,AWD,132828,6.3,62849,137,5,5,suv,black,1,no,partial,UK
9291,5 Series,2020,2.6,269,petrol,automatic,RWD,60858,9.6,49959,211,4,5,sedan,black,2,yes,full,Italy
9292,X3,2013,3.3,260,diesel,automatic,RWD,213317,8.2,31496,186,5,5,suv,silver,4,no,none,Netherlands
9293,X1,2010,1.5,187,diesel,automatic,FWD,245007,6.2,16797,124,5,5,suv,blue,3,no,partial,Germany
9294,i3,2018,0,170,electric,automatic,RWD,63430,0,43975,0,5,4,hatchback,silver,1,no,full,UK
9295,i7,2010,0,585,electric,automatic,RWD,177298,0,128714,0,4,5,sedan,silver,3,no,full,Germany
9296,X3,2018,3.3,349,hybrid,automatic,RWD,67640,,62862,137,5,5,suv,grey,3,no,full,Italy
9297,X3,2015,2.5,308,diesel,automatic,RWD,70991,7.2,53952,166,5,5,suv,white,2,no,full,USA
9298,1 Series,2012,2.1,184,hybrid,automatic,FWD,246543,4.6,9439,106,5,5,hatchback,black,2,yes,full,UK
9299,X7,2014,3.9,325,petrol,automatic,AWD,143144,10.9,68166,227,5,5,suv,white,2,yes,partial,Turkey
9300,3 Series,2018,2.5,288,hybrid,automatic,AWD,106389,4.6,35292,90,4,5,sedan,blue,3,yes,full,USA
9301,7 Series,2021,0,420,electric,automatic,RWD,44771,0,112297,0,4,4,sedan,red,0,no,full,Spain
9302,3 Series,2014,1.8,201,diesel,automatic,AWD,86288,6,26880,120,4,5,sedan,white,4,no,full,Spain
9303,X3,2016,2.8,264,diesel,automatic,RWD,95631,8.4,41556,175,5,5,suv,white,2,no,,Turkey
9304,3 Series,2022,,241,petrol,automatic,AWD,36699,8.4,38932,197,4,5,sedan,grey,1,yes,full,USA
9305,X1,2020,2.1,272,hybrid,automatic,AWD,56782,4.8,43198,94,5,5,suv,black,1,no,full,USA
9306,5 Series,2009,3.4,323,hybrid,automatic,RWD,227853,6.7,26348,149,4,5,sedan,grey,4,no,none,Spain
9307,X3,2019,3.1,242,diesel,automatic,RWD,68213,8.4,56206,195,5,5,suv,white,3,no,full,Germany
9308,X3,2008,2.6,247,diesel,automatic,AWD,181150,7.7,26467,161,5,5,suv,black,3,yes,partial,Italy
9309,1 Series,2022,1.9,168,petrol,automatic,RWD,31856,7.5,28547,178,3,4,hatchback,black,2,no,full,USA
9310,X5,2022,3.6,325,hybrid,automatic,AWD,19268,6.9,87317,154,5,5,suv,,1,no,full,Turkey
9311,X1,2021,1.9,177,diesel,automatic,FWD,26231,6,39045,139,5,5,suv,black,1,no,partial,UK
9312,1 Series,2011,2.2,233,hybrid,automatic,RWD,217343,4.7,13718,119,3,5,hatchback,black,5,,partial,Italy
9313,i4,2021,0,349,electric,automatic,AWD,21340,0,91655,0,4,5,coupe,,1,no,full,France
9314,5 Series,2022,2.5,236,diesel,automatic,RWD,31729,7.6,66478,153,4,5,sedan,silver,1,no,full,USA
9315,i3,2007,0,172,electric,automatic,RWD,274440,0,15361,,5,4,hatchback,white,3,yes,full,France
9316,X3,2023,2.9,249,hybrid,automatic,RWD,0,6.3,62799,144,5,5,suv,black,1,no,partial,USA
9317,i7,2014,0,398,electric,automatic,RWD,154474,0,110694,0,4,4,sedan,black,2,no,partial,France
9318,X1,2022,1.9,188,hybrid,automatic,FWD,9471,5.1,43064,118,5,5,suv,blue,1,no,partial,Turkey
9319,1 Series,2009,2.5,264,hybrid,manual,RWD,300000,5.8,5431,123,3,4,hatchback,white,4,yes,partial,Germany
9320,i4,2024,0,386,electric,automatic,RWD,28906,0,86966,0,4,5,coupe,white,1,no,full,Italy
9321,X1,2018,1.8,213,diesel,automatic,AWD,91626,5.8,32413,126,5,5,suv,white,1,no,partial,Italy
9322,1 Series,2023,2.9,246,petrol,automatic,FWD,18422,9.2,32243,200,3,4,hatchback,silver,0,no,full,UK
9323,X3,2017,2.7,283,hybrid,automatic,RWD,111635,5.5,54784,119,5,5,suv,blue,2,no,full,USA
9324,X7,2006,3.2,296,hybrid,automatic,AWD,280976,5.6,62533,129,5,5,suv,white,,no,partial,Germany
9325,5 Series,2015,2.4,253,diesel,automatic,RWD,183216,7.8,34699,169,4,5,sedan,white,3,yes,full,Turkey
9326,1 Series,2021,2.2,195,petrol,automatic,FWD,49728,8.1,23568,171,3,5,hatchback,grey,2,no,full,Spain
9327,X5,2015,3.8,255,petrol,automatic,AWD,119649,10,55282,225,5,5,suv,,,yes,full,Turkey
9328,X7,2012,4.3,335,petrol,automatic,AWD,158819,10.3,67127,211,5,5,suv,silver,4,yes,partial,Turkey
9329,X5,2006,4.3,386,petrol,automatic,AWD,300000,12.5,31405,271,5,5,suv,black,4,yes,full,UK
9330,X3,2014,3.4,301,hybrid,automatic,RWD,194868,6.1,44050,130,5,5,suv,grey,1,no,partial,Netherlands
9331,3 Series,2019,3,227,hybrid,automatic,AWD,57728,5.7,40524,117,4,5,sedan,red,1,no,full,Germany
9332,3 Series,2022,2.3,201,hybrid,automatic,RWD,22393,5.5,41012,134,4,5,sedan,grey,1,no,full,Netherlands
9333,5 Series,2019,2.1,222,diesel,automatic,RWD,78870,6.8,49267,143,4,5,sedan,silver,3,no,partial,UK
9334,X5,2014,3.7,322,diesel,automatic,AWD,135110,9.2,59626,207,5,5,suv,black,3,no,partial,Spain
9335,7 Series,2006,0,318,electric,automatic,RWD,259494,0,60139,0,4,4,sedan,silver,4,no,full,Italy
9336,5 Series,2021,3.6,233,petrol,automatic,RWD,45524,10.5,52792,247,4,5,sedan,red,1,no,partial,Netherlands
9337,X1,2018,2.1,226,petrol,automatic,FWD,58427,7.7,44577,170,5,5,suv,red,2,no,full,USA
9338,X3,2023,2.2,229,hybrid,automatic,AWD,17114,5.1,63722,112,5,5,suv,silver,0,no,full,UK
9339,X1,2005,2.5,190,hybrid,automatic,AWD,286617,4.7,11330,99,5,5,suv,red,2,yes,partial,Spain
9340,3 Series,2006,3,284,petrol,manual,AWD,300000,9.5,8445,212,4,5,sedan,silver,4,yes,none,Netherlands
9341,X1,2022,1.6,214,hybrid,automatic,FWD,12223,4.1,50590,97,5,5,suv,black,1,no,full,UK
9342,5 Series,2016,4.1,426,diesel,automatic,RWD,109552,,57988,215,4,5,sedan,blue,1,no,full,France
9343,3 Series,2011,2.6,272,diesel,automatic,AWD,129385,6.7,25484,143,4,5,sedan,red,2,no,partial,France
9344,X3,2012,3,210,hybrid,automatic,RWD,175897,5.6,36695,104,5,5,suv,grey,2,no,full,Netherlands
9345,X1,2021,1.7,153,diesel,automatic,FWD,53440,6.8,40837,162,5,5,suv,grey,2,no,full,Turkey
9346,i7,2021,0,470,electric,automatic,RWD,28714,0,188658,0,4,4,sedan,black,0,no,full,France
9347,3 Series,2024,2.7,249,diesel,automatic,RWD,1173,7.7,48799,178,4,5,sedan,red,0,no,full,Germany
9348,5 Series,2019,3.9,292,diesel,automatic,RWD,68971,9.4,57934,191,4,5,sedan,black,2,no,full,Turkey
9349,i3,2005,0,152,electric,automatic,RWD,196764,,17140,0,5,4,hatchback,white,4,yes,partial,Netherlands
9350,i7,2015,0,357,electric,automatic,RWD,191873,0,90518,0,4,5,sedan,red,3,yes,partial,France
9351,7 Series,2013,0,333,electric,automatic,AWD,233446,0,69779,0,4,4,sedan,silver,2,no,partial,France
9352,5 Series,2016,4.1,315,petrol,automatic,RWD,118756,,46321,243,4,5,sedan,white,2,no,partial,UK
9353,3 Series,2021,,282,petrol,automatic,RWD,36313,7.7,44855,170,4,5,sedan,grey,0,no,full,Netherlands
9354,X1,2007,1.8,186,hybrid,automatic,FWD,300000,4.8,12011,113,5,5,suv,silver,5,no,partial,USA
9355,i7,2018,0,466,electric,automatic,RWD,106810,0,143924,0,4,5,sedan,black,2,no,full,Italy
9356,X5,2022,3.9,321,petrol,automatic,AWD,30137,11.3,81883,,5,5,suv,silver,2,no,,France
9357,5 Series,2020,4.3,319,diesel,automatic,RWD,23302,10,57709,212,4,5,sedan,black,1,no,full,Spain
9358,i4,2005,0,304,electric,automatic,AWD,221851,0,33607,0,4,5,coupe,black,5,no,partial,Italy
9359,X3,2023,2.3,206,diesel,automatic,RWD,19192,6.8,68774,158,5,5,suv,blue,0,no,full,Italy
9360,5 Series,2017,4.4,398,petrol,automatic,RWD,124617,11.2,53677,236,4,5,sedan,red,1,no,full,France
9361,1 Series,2013,2.5,179,hybrid,automatic,FWD,137741,4.9,13679,101,3,5,hatchback,silver,5,no,full,Netherlands
9362,X1,2019,1.6,187,petrol,automatic,FWD,88098,6.6,32992,147,5,5,suv,black,3,no,partial,Italy
9363,X3,2024,2.6,212,petrol,automatic,RWD,0,8.7,71090,199,5,5,suv,white,0,no,full,USA
9364,X3,2012,2.8,209,hybrid,automatic,AWD,211418,5.4,31932,118,5,5,suv,black,4,no,full,Italy
9365,5 Series,2022,2.7,322,hybrid,automatic,RWD,39344,5.3,60049,115,4,5,sedan,silver,1,no,full,Turkey
9366,7 Series,2005,4.1,366,hybrid,automatic,RWD,300000,6.8,43564,151,4,5,sedan,blue,2,yes,partial,Germany
9367,3 Series,2021,2.1,158,petrol,manual,RWD,35920,7.7,38874,166,4,5,sedan,red,1,no,,USA
9368,Z4,2020,2.5,243,petrol,automatic,RWD,37554,7.5,57070,161,2,2,convertible,black,1,no,partial,Italy
9369,X1,2020,1.6,182,petrol,automatic,FWD,60033,8.1,33614,164,5,5,suv,silver,0,no,none,Turkey
9370,i4,2016,0,492,electric,automatic,RWD,160451,0,61311,0,4,5,coupe,black,3,no,partial,Italy
9371,7 Series,2022,3.1,267,diesel,automatic,AWD,31354,8,107757,168,4,5,sedan,white,1,no,full,UK
9372,i4,2018,0,370,electric,automatic,AWD,90622,0,62495,0,4,5,coupe,white,4,no,full,Turkey
9373,X1,2022,1.7,144,hybrid,automatic,FWD,29909,4.8,42545,109,5,5,suv,black,0,no,full,Turkey
9374,7 Series,2023,3.7,330,petrol,automatic,RWD,13067,9.2,99336,207,4,5,sedan,black,1,yes,full,UK
9375,7 Series,2016,0,504,electric,automatic,AWD,113871,0,88123,0,4,4,sedan,red,1,no,partial,Spain
9376,X5,2017,3.6,311,diesel,automatic,AWD,66117,8.4,69562,194,5,5,suv,black,1,yes,full,UK
9377,X1,2019,1.6,127,petrol,automatic,AWD,99080,7.1,27637,164,5,5,suv,blue,2,no,none,USA
9378,X5,2016,4.4,352,petrol,automatic,AWD,124322,11.4,71680,247,5,5,suv,silver,2,no,full,Spain
9379,X3,2023,3.3,271,diesel,automatic,AWD,25130,8,59125,166,5,5,suv,white,0,no,partial,Spain
9380,X1,2012,2.1,270,hybrid,automatic,FWD,117679,5,27804,106,5,5,suv,black,5,yes,partial,Germany
9381,3 Series,2019,1.9,201,diesel,automatic,AWD,68241,5.5,32150,127,4,5,sedan,black,3,no,partial,France
9382,3 Series,2024,3.5,270,petrol,automatic,AWD,2677,10.4,45947,217,4,5,sedan,silver,0,no,partial,Netherlands
9383,X7,2020,3.9,402,diesel,automatic,AWD,12966,9.9,121418,207,5,5,suv,,2,no,full,Italy
9384,3 Series,2021,2.3,158,hybrid,automatic,RWD,38945,5.2,34815,110,4,5,sedan,blue,2,no,full,Spain
9385,1 Series,2024,1.6,167,diesel,automatic,RWD,6261,5.7,31192,138,3,5,hatchback,grey,0,no,full,USA
9386,X3,2017,3.3,308,hybrid,automatic,AWD,65246,5.7,42496,122,5,5,suv,grey,3,yes,none,Turkey
9387,i4,2014,0,321,electric,automatic,AWD,137627,0,55427,0,4,5,coupe,grey,1,no,full,Netherlands
9388,5 Series,2024,3.7,377,diesel,automatic,AWD,0,8.3,73025,169,4,5,sedan,silver,0,no,full,UK
9389,X7,2010,3.3,329,hybrid,automatic,AWD,200218,6.7,68913,135,5,5,suv,black,5,no,full,Italy
9390,i4,2015,0,461,electric,automatic,AWD,185764,0,53088,0,4,5,coupe,black,3,yes,full,Netherlands
9391,i4,2018,0,236,electric,automatic,AWD,107187,0,57636,0,4,5,coupe,red,,no,full,Italy
9392,X3,2020,2.4,207,hybrid,automatic,RWD,75280,5,52023,111,5,5,suv,white,2,no,full,France
9393,3 Series,2023,2.6,179,hybrid,automatic,RWD,16715,4.9,47393,118,4,5,sedan,silver,0,no,full,UK
9394,3 Series,2016,3.2,278,hybrid,automatic,RWD,86083,6.1,30224,138,4,5,sedan,red,3,no,none,Turkey
9395,7 Series,2021,3.6,271,petrol,automatic,RWD,49212,9.8,104915,238,4,5,sedan,blue,0,no,full,USA
9396,Z4,2021,2.2,226,petrol,automatic,RWD,27973,7.9,65229,163,2,2,convertible,black,1,no,full,USA
9397,X5,2008,3.4,289,diesel,automatic,AWD,167382,8.5,45700,194,5,5,suv,grey,2,no,full,Turkey
9398,3 Series,2011,3.2,320,petrol,manual,RWD,245079,10,15491,214,4,5,sedan,black,3,yes,none,France
9399,5 Series,2017,3.3,266,petrol,automatic,RWD,99471,10.2,41290,238,4,5,sedan,white,1,yes,partial,Spain
9400,5 Series,2014,3,256,hybrid,automatic,AWD,94442,6.2,42491,143,4,5,sedan,white,2,no,full,Turkey
9401,X3,2019,3.1,260,petrol,automatic,AWD,53066,,50580,199,5,5,suv,blue,3,yes,full,France
9402,i3,2009,0,151,electric,automatic,RWD,171694,0,25720,0,5,4,hatchback,silver,3,yes,full,UK
9403,3 Series,2021,2.5,319,diesel,automatic,RWD,54539,7.4,44076,155,4,5,sedan,blue,1,no,full,Spain
9404,X5,2023,3.9,339,hybrid,automatic,AWD,23464,6.9,95939,165,5,5,suv,silver,0,no,full,USA
9405,X1,2023,2.4,201,petrol,,AWD,11999,8.4,48076,188,5,5,suv,grey,0,no,full,Germany
9406,X1,2013,2.1,239,diesel,automatic,AWD,179534,7.7,24768,180,5,5,suv,white,2,no,full,Italy
9407,7 Series,2016,3.6,311,petrol,automatic,RWD,126352,10.6,91526,240,4,5,sedan,silver,3,no,full,UK
9408,3 Series,2009,3.1,221,hybrid,automatic,RWD,162612,5.2,18544,109,4,5,sedan,grey,2,no,,USA
9409,X7,2018,3.8,311,petrol,automatic,AWD,66396,10.5,101841,214,5,5,suv,black,2,no,full,Spain
9410,3 Series,2022,2.1,163,hybrid,automatic,RWD,33310,5.4,37967,125,4,5,sedan,silver,,no,full,Turkey
9411,X5,2017,3.4,352,petrol,automatic,AWD,154270,9,64556,188,5,5,suv,blue,2,no,partial,France
9412,5 Series,2023,2.3,195,hybrid,automatic,RWD,8989,4.6,56641,89,4,5,sedan,silver,1,no,full,Spain
9413,3 Series,2016,2.2,218,diesel,automatic,AWD,133004,7,32199,153,4,5,sedan,white,1,no,full,USA
9414,Z4,2023,2,229,petrol,automatic,RWD,13882,6.8,80018,150,2,2,convertible,silver,0,no,full,Germany
9415,X5,2012,3.2,300,diesel,automatic,AWD,104444,8.4,58447,170,5,5,suv,black,3,no,partial,France
9416,X7,2018,4.3,370,hybrid,automatic,AWD,43339,7.2,94868,172,5,5,suv,red,2,no,partial,France
9417,X3,2022,2.4,181,hybrid,automatic,AWD,21895,5.1,63417,109,5,5,suv,silver,0,no,partial,UK
9418,X5,2014,3.1,236,hybrid,automatic,AWD,161513,5.8,49951,144,5,5,suv,red,2,yes,partial,Germany
9419,i4,2012,0,192,electric,automatic,AWD,223374,0,41907,0,4,5,coupe,white,2,no,full,Netherlands
9420,1 Series,2013,2.1,200,petrol,automatic,FWD,151798,7.6,14802,168,5,4,hatchback,red,3,no,partial,Spain
9421,5 Series,2015,3.6,319,petrol,automatic,RWD,177776,10.3,44573,234,4,5,sedan,grey,2,no,full,Germany
9422,1 Series,2017,2.6,259,diesel,automatic,RWD,82438,7,28549,143,3,5,hatchback,silver,1,no,full,UK
9423,Z4,2021,2.8,235,petrol,automatic,RWD,44002,9,65702,209,2,2,convertible,silver,1,no,full,Netherlands
9424,7 Series,2023,3.7,327,diesel,automatic,RWD,24762,8,115029,180,4,5,sedan,black,0,no,full,Germany
9425,X3,2006,2,184,petrol,automatic,AWD,300000,8.4,16003,193,5,5,suv,silver,4,yes,none,USA
9426,i7,2020,0,516,electric,automatic,RWD,38747,0,178171,0,4,4,sedan,grey,0,no,partial,UK
9427,5 Series,2024,4.3,322,petrol,automatic,AWD,0,11.4,65926,253,4,5,sedan,white,0,no,partial,UK
9428,7 Series,2021,4.2,300,diesel,automatic,RWD,34882,9.3,116083,195,4,5,sedan,,1,no,full,Netherlands
9429,X7,2006,3.4,329,diesel,automatic,AWD,233160,8,62675,174,5,5,suv,red,4,no,full,Netherlands
9430,X3,2007,2.3,228,petrol,automatic,AWD,300000,9,21370,194,5,5,suv,white,3,yes,partial,Netherlands
9431,3 Series,2010,3,316,petrol,manual,RWD,180583,9.3,26931,199,4,5,sedan,silver,5,no,full,Netherlands
9432,X3,2015,3,264,hybrid,automatic,AWD,131086,5.8,34160,127,5,5,suv,black,2,yes,none,Spain
9433,3 Series,2019,2.6,249,petrol,automatic,AWD,69968,9.6,41916,216,4,5,sedan,white,2,no,full,Netherlands
9434,X3,2024,2.9,234,diesel,automatic,AWD,0,8.2,65349,175,5,5,suv,white,1,no,full,Spain
9435,5 Series,2020,2.8,275,hybrid,automatic,RWD,52417,5.5,51590,121,4,5,sedan,white,0,no,partial,France
9436,i3,2015,0,176,electric,automatic,RWD,109059,0,35185,0,5,4,hatchback,white,1,yes,partial,UK
9437,Z4,2016,2.1,160,petrol,manual,RWD,197670,8,44551,172,2,2,convertible,white,1,no,full,Netherlands
